      Time   Sample #  Type  Sub Chan  Num	Aux
   20:37.919   445651     N    0    0    0
   20:38.725   445941     N    0    0    0
   20:39.500   446220     N    0    0    0
   20:40.278   446500     N    0    0    0
   20:41.089   446792     N    0    0    0
   20:41.939   447098     N    0    0    0
   20:42.769   447397     N    0    0    0
   20:43.569   447685     N    0    0    0
   20:44.358   447969     N    0    0    0
   20:45.158   448257     N    0    0    0
   20:45.950   448542     N    0    0    0
   20:46.750   448830     N    0    0    0
   20:47.589   449132     N    0    0    0
   20:48.428   449434     N    0    0    0
   20:49.278   449740     N    0    0    0
   20:50.083   450030     N    0    0    0
   20:50.883   450318     N    0    0    0
   20:51.664   450599     N    0    0    0
   20:52.469   450889     N    0    0    0
   20:53.294   451186     N    0    0    0
   20:54.150   451494     N    0    0    0
   20:55.000   451800     N    0    0    0
   20:55.819   452095     N    0    0    0
   20:56.619   452383     N    0    0    0
   20:57.419   452671     N    0    0    0
   20:58.200   452952     N    0    0    0
   20:59.008   453243     N    0    0    0
   20:59.828   453538     N    0    0    0
   21:00.678   453844     N    0    0    0
   21:01.525   454149     N    0    0    0
   21:02.325   454437     N    0    0    0
   21:02.903   454645     N    0    0    0
   21:03.858   454989     N    0    0    0
   21:04.683   455286     N    0    0    0
   21:05.503   455581     N    0    0    0
   21:06.333   455880     N    0    0    0
   21:07.178   456184     N    0    0    0
   21:08.003   456481     N    0    0    0
   21:08.789   456764     N    0    0    0
   21:09.553   457039     N    0    0    0
   21:10.353   457327     N    0    0    0
   21:11.189   457628     N    0    0    0
   21:12.028   457930     N    0    0    0
   21:12.675   458163     N    0    0    0
   21:13.658   458517     N    0    0    0
   21:14.469   458809     N    0    0    0
   21:15.269   459097     N    0    0    0
   21:16.039   459374     N    0    0    0
   21:16.828   459658     N    0    0    0
   21:17.664   459959     N    0    0    0
   21:18.525   460269     N    0    0    0
   21:19.350   460566     N    0    0    0
   21:20.144   460852     N    0    0    0
   21:20.939   461138     N    0    0    0
   21:21.739   461426     N    0    0    0
   21:22.539   461714     N    0    0    0
   21:23.353   462007     N    0    0    0
   21:24.189   462308     N    0    0    0
   21:25.028   462610     N    0    0    0
   21:25.858   462909     N    0    0    0
   21:26.633   463188     N    0    0    0
   21:27.419   463471     N    0    0    0
   21:28.208   463755     N    0    0    0
   21:28.994   464038     N    0    0    0
   21:29.875   464355     N    0    0    0
   21:30.708   464655     N    0    0    0
   21:31.525   464949     N    0    0    0
   21:32.358   465249     N    0    0    0
   21:33.144   465532     N    0    0    0
   21:33.925   465813     N    0    0    0
   21:34.719   466099     N    0    0    0
   21:35.550   466398     N    0    0    0
   21:36.394   466702     N    0    0    0
   21:37.233   467004     N    0    0    0
   21:38.058   467301     N    0    0    0
   21:38.839   467582     N    0    0    0
   21:39.644   467872     N    0    0    0
   21:40.439   468158     N    0    0    0
   21:41.253   468451     N    0    0    0
   21:42.100   468756     N    0    0    0
   21:42.944   469060     N    0    0    0
   21:43.769   469357     N    0    0    0
   21:44.594   469654     N    0    0    0
   21:45.375   469935     N    0    0    0
   21:46.178   470224     N    0    0    0
   21:47.008   470523     N    0    0    0
   21:47.853   470827     N    0    0    0
   21:48.700   471132     N    0    0    0
   21:49.539   471434     N    0    0    0
   21:50.333   471720     N    0    0    0
   21:51.144   472012     N    0    0    0
   21:51.933   472296     N    0    0    0
   21:52.728   472582     N    0    0    0
   21:53.558   472881     N    0    0    0
   21:54.428   473194     N    0    0    0
   21:55.253   473491     N    0    0    0
   21:56.069   473785     N    0    0    0
   21:56.853   474067     N    0    0    0
   21:57.653   474355     N    0    0    0
   21:58.458   474645     N    0    0    0
   21:59.269   474937     N    0    0    0
   22:00.083   475230     N    0    0    0
   22:00.950   475542     N    0    0    0
   22:01.789   475844     N    0    0    0
   22:02.578   476128     N    0    0    0
   22:03.358   476409     N    0    0    0
   22:04.164   476699     N    0    0    0
   22:04.978   476992     N    0    0    0
   22:05.833   477300     N    0    0    0
   22:06.658   477597     N    0    0    0
   22:07.478   477892     N    0    0    0
   22:08.303   478189     N    0    0    0
   22:09.094   478474     N    0    0    0
   22:09.858   478749     N    0    0    0
   22:10.650   479034     N    0    0    0
   22:11.458   479325     N    0    0    0
   22:12.294   479626     N    0    0    0
   22:13.125   479925     N    0    0    0
   22:13.919   480211     N    0    0    0
   22:14.689   480488     N    0    0    0
   22:15.478   480772     N    0    0    0
   22:16.250   481050     N    0    0    0
   22:17.039   481334     N    0    0    0
   22:17.875   481635     N    0    0    0
   22:18.703   481933     N    0    0    0
   22:19.533   482232     N    0    0    0
   22:20.328   482518     N    0    0    0
   22:21.094   482794     N    0    0    0
   22:21.844   483064     N    0    0    0
   22:22.625   483345     N    0    0    0
   22:23.414   483629     N    0    0    0
   22:24.233   483924     N    0    0    0
   22:25.039   484214     N    0    0    0
   22:25.833   484500     N    0    0    0
   22:26.608   484779     N    0    0    0
   22:27.403   485065     N    0    0    0
   22:28.183   485346     N    0    0    0
   22:28.983   485634     N    0    0    0
   22:29.814   485933     N    0    0    0
   22:30.683   486246     N    0    0    0
   22:31.528   486550     N    0    0    0
   22:32.328   486838     N    0    0    0
   22:33.119   487123     N    0    0    0
   22:33.933   487416     N    0    0    0
   22:34.753   487711     N    0    0    0
   22:35.589   488012     N    0    0    0
   22:36.428   488314     N    0    0    0
   22:37.294   488626     N    0    0    0
   22:38.125   488925     N    0    0    0
   22:38.908   489207     N    0    0    0
   22:39.694   489490     N    0    0    0
   22:40.503   489781     N    0    0    0
   22:41.344   490084     N    0    0    0
   22:42.183   490386     N    0    0    0
   22:43.025   490689     N    0    0    0
   22:43.853   490987     N    0    0    0
   22:44.669   491281     N    0    0    0
   22:45.453   491563     N    0    0    0
   22:46.228   491842     N    0    0    0
   22:47.050   492138     N    0    0    0
   22:47.883   492438     N    0    0    0
   22:48.733   492744     N    0    0    0
   22:49.553   493039     N    0    0    0
   22:50.369   493333     N    0    0    0
   22:51.158   493617     N    0    0    0
   22:51.964   493907     N    0    0    0
   22:52.758   494193     N    0    0    0
   22:53.569   494485     N    0    0    0
   22:54.400   494784     N    0    0    0
   22:55.219   495079     N    0    0    0
   22:56.008   495363     N    0    0    0
   22:56.783   495642     N    0    0    0
   22:57.550   495918     N    0    0    0
   22:58.319   496195     N    0    0    0
   22:59.150   496494     N    0    0    0
   22:59.739   496706     N    0    0    0
   23:00.744   497068     N    0    0    0
   23:01.583   497370     N    0    0    0
   23:02.383   497658     N    0    0    0
   23:03.164   497939     N    0    0    0
   23:03.953   498223     N    0    0    0
   23:04.753   498511     N    0    0    0
   23:05.569   498805     N    0    0    0
   23:06.408   499107     N    0    0    0
   23:07.253   499411     N    0    0    0
   23:08.044   499696     N    0    0    0
   23:08.833   499980     N    0    0    0
   23:09.614   500261     N    0    0    0
   23:10.394   500542     N    0    0    0
   23:11.225   500841     N    0    0    0
   23:12.053   501139     N    0    0    0
   23:12.883   501438     N    0    0    0
   23:13.708   501735     N    0    0    0
   23:14.525   502029     N    0    0    0
   23:15.294   502306     N    0    0    0
   23:16.083   502590     N    0    0    0
   23:16.883   502878     N    0    0    0
   23:17.725   503181     N    0    0    0
   23:18.575   503487     N    0    0    0
   23:19.400   503784     N    0    0    0
   23:20.203   504073     N    0    0    0
   23:21.008   504363     N    0    0    0
   23:21.800   504648     N    0    0    0
   23:22.578   504928     N    0    0    0
   23:23.389   505220     N    0    0    0
   23:24.228   505522     N    0    0    0
   23:25.064   505823     N    0    0    0
   23:25.883   506118     N    0    0    0
   23:26.644   506392     N    0    0    0
   23:27.425   506673     N    0    0    0
   23:28.228   506962     N    0    0    0
   23:29.028   507250     N    0    0    0
   23:29.850   507546     N    0    0    0
   23:30.689   507848     N    0    0    0
   23:31.539   508154     N    0    0    0
   23:32.353   508447     N    0    0    0
   23:33.158   508737     N    0    0    0
   23:33.925   509013     N    0    0    0
   23:34.753   509311     N    0    0    0
   23:35.603   509617     N    0    0    0
   23:36.433   509916     N    0    0    0
   23:37.258   510213     N    0    0    0
   23:38.094   510514     N    0    0    0
   23:38.883   510798     N    0    0    0
   23:39.683   511086     N    0    0    0
   23:40.453   511363     N    0    0    0
   23:41.258   511653     N    0    0    0
   23:42.125   511965     N    0    0    0
   23:42.975   512271     N    0    0    0
   23:43.778   512560     N    0    0    0
   23:44.569   512845     N    0    0    0
   23:45.353   513127     N    0    0    0
   23:46.158   513417     N    0    0    0
   23:46.983   513714     N    0    0    0
   23:47.800   514008     N    0    0    0
   23:48.644   514312     N    0    0    0
   23:49.503   514621     N    0    0    0
   23:50.314   514913     N    0    0    0
   23:51.078   515188     N    0    0    0
   23:51.858   515469     N    0    0    0
   23:52.644   515752     N    0    0    0
   23:53.489   516056     N    0    0    0
   23:54.350   516366     N    0    0    0
   23:55.169   516661     N    0    0    0
   23:56.008   516963     N    0    0    0
   23:56.828   517258     N    0    0    0
   23:57.628   517546     N    0    0    0
   23:58.403   517825     N    0    0    0
   23:59.219   518119     N    0    0    0
   24:00.053   518419     N    0    0    0
   24:00.908   518727     N    0    0    0
   24:01.728   519022     N    0    0    0
   24:02.503   519301     N    0    0    0
   24:03.300   519588     N    0    0    0
   24:04.100   519876     N    0    0    0
   24:04.839   520142     N    0    0    0
   24:05.714   520457     N    0    0    0
   24:06.558   520761     N    0    0    0
   24:07.153   520975     N    0    0    0
   24:08.153   521335     N    0    0    0
   24:08.950   521622     N    0    0    0
   24:09.739   521906     N    0    0    0
   24:10.558   522201     N    0    0    0
   24:11.400   522504     N    0    0    0
   24:12.250   522810     N    0    0    0
   24:13.083   523110     N    0    0    0
   24:13.914   523409     N    0    0    0
   24:14.728   523702     N    0    0    0
   24:15.533   523992     N    0    0    0
   24:16.314   524273     N    0    0    0
   24:17.139   524570     N    0    0    0
   24:18.008   524883     N    0    0    0
   24:18.864   525191     N    0    0    0
   24:19.683   525486     N    0    0    0
   24:20.483   525774     N    0    0    0
   24:21.275   526059     N    0    0    0
   24:22.078   526348     N    0    0    0
   24:22.878   526636     N    0    0    0
   24:23.703   526933     N    0    0    0
   24:24.550   527238     N    0    0    0
   24:25.394   527542     N    0    0    0
   24:26.200   527832     N    0    0    0
   24:26.978   528112     N    0    0    0
   24:27.764   528395     N    0    0    0
   24:28.564   528683     N    0    0    0
   24:29.403   528985     N    0    0    0
   24:30.239   529286     N    0    0    0
   24:31.094   529594     N    0    0    0
   24:31.914   529889     N    0    0    0
   24:32.733   530184     N    0    0    0
   24:33.514   530465     N    0    0    0
   24:34.325   530757     N    0    0    0
   24:35.144   531052     N    0    0    0
   24:35.978   531352     N    0    0    0
   24:36.839   531662     N    0    0    0
   24:37.669   531961     N    0    0    0
   24:38.475   532251     N    0    0    0
   24:39.269   532537     N    0    0    0
   24:40.058   532821     N    0    0    0
   24:40.875   533115     N    0    0    0
   24:41.689   533408     N    0    0    0
   24:42.533   533712     N    0    0    0
   24:43.353   534007     N    0    0    0
   24:44.169   534301     N    0    0    0
   24:44.958   534585     N    0    0    0
   24:45.739   534866     N    0    0    0
   24:46.539   535154     N    0    0    0
   24:47.369   535453     N    0    0    0
   24:48.225   535761     N    0    0    0
   24:49.053   536059     N    0    0    0
   24:49.883   536358     N    0    0    0
   24:50.658   536637     N    0    0    0
   24:51.453   536923     N    0    0    0
   24:52.233   537204     N    0    0    0
   24:53.053   537499     N    0    0    0
   24:53.900   537804     N    0    0    0
   24:54.750   538110     N    0    0    0
   24:55.600   538416     N    0    0    0
   24:56.394   538702     N    0    0    0
   24:57.175   538983     N    0    0    0
   24:57.978   539272     N    0    0    0
   24:58.803   539569     N    0    0    0
   24:59.625   539865     N    0    0    0
   25:00.450   540162     N    0    0    0
   25:01.283   540462     N    0    0    0
   25:02.108   540759     N    0    0    0
   25:02.894   541042     N    0    0    0
   25:03.675   541323     N    0    0    0
   25:04.464   541607     N    0    0    0
   25:05.294   541906     N    0    0    0
   25:06.153   542215     N    0    0    0
   25:07.000   542520     N    0    0    0
   25:07.819   542815     N    0    0    0
   25:08.628   543106     N    0    0    0
   25:09.450   543402     N    0    0    0
   25:10.214   543677     N    0    0    0
   25:11.039   543974     N    0    0    0
   25:11.875   544275     N    0    0    0
   25:12.725   544581     N    0    0    0
   25:13.578   544888     N    0    0    0
   25:14.375   545175     N    0    0    0
   25:15.133   545448     N    0    0    0
   25:15.928   545734     N    0    0    0
   25:16.708   546015     N    0    0    0
   25:17.500   546300     N    0    0    0
   25:18.314   546593     N    0    0    0
   25:18.858   546789     V    0    0    0
   25:19.978   547192     N    0    0    0
   25:20.764   547475     N    0    0    0
   25:21.528   547750     N    0    0    0
   25:22.294   548026     N    0    0    0
   25:23.133   548328     N    0    0    0
   25:23.958   548625     N    0    0    0
   25:24.778   548920     N    0    0    0
   25:25.589   549212     N    0    0    0
   25:26.375   549495     N    0    0    0
   25:27.158   549777     N    0    0    0
   25:27.953   550063     N    0    0    0
   25:28.728   550342     N    0    0    0
   25:29.539   550634     N    0    0    0
   25:30.403   550945     N    0    0    0
   25:31.228   551242     N    0    0    0
   25:32.014   551525     N    0    0    0
   25:32.794   551806     N    0    0    0
   25:33.575   552087     N    0    0    0
   25:34.383   552378     N    0    0    0
   25:35.203   552673     N    0    0    0
   25:36.025   552969     N    0    0    0
   25:36.869   553273     N    0    0    0
   25:37.719   553579     N    0    0    0
   25:38.528   553870     N    0    0    0
   25:39.289   554144     N    0    0    0
   25:40.089   554432     N    0    0    0
   25:40.878   554716     N    0    0    0
   25:41.725   555021     N    0    0    0
   25:42.550   555318     N    0    0    0
   25:43.353   555607     N    0    0    0
   25:44.189   555908     N    0    0    0
   25:44.983   556194     N    0    0    0
   25:45.775   556479     N    0    0    0
   25:46.553   556759     N    0    0    0
   25:47.358   557049     N    0    0    0
   25:48.203   557353     N    0    0    0
   25:49.058   557661     N    0    0    0
   25:49.875   557955     N    0    0    0
   25:50.644   558232     N    0    0    0
   25:51.450   558522     N    0    0    0
   25:52.239   558806     N    0    0    0
   25:53.033   559092     N    0    0    0
   25:53.850   559386     N    0    0    0
   25:54.689   559688     N    0    0    0
   25:55.528   559990     N    0    0    0
   25:56.358   560289     N    0    0    0
   25:57.128   560566     N    0    0    0
   25:57.878   560836     N    0    0    0
   25:58.700   561132     N    0    0    0
   25:59.514   561425     N    0    0    0
   26:00.339   561722     N    0    0    0
   26:01.139   562010     N    0    0    0
   26:01.939   562298     N    0    0    0
   26:02.733   562584     N    0    0    0
   26:03.350   562806     N    0    0    0
   26:04.264   563135     N    0    0    0
   26:05.039   563414     N    0    0    0
   26:05.894   563722     N    0    0    0
   26:06.728   564022     N    0    0    0
   26:07.539   564314     N    0    0    0
   26:08.325   564597     N    0    0    0
   26:09.089   564872     N    0    0    0
   26:09.869   565153     N    0    0    0
   26:10.683   565446     N    0    0    0
   26:11.483   565734     N    0    0    0
   26:12.319   566035     N    0    0    0
   26:12.925   566253     N    0    0    0
   26:13.914   566609     N    0    0    0
   26:14.700   566892     N    0    0    0
   26:15.494   567178     N    0    0    0
   26:16.039   567374     N    0    0    0
   26:16.983   567714     N    0    0    0
   26:17.833   568020     N    0    0    0
   26:18.664   568319     N    0    0    0
   26:19.494   568618     N    0    0    0
   26:20.314   568913     N    0    0    0
   26:21.103   569197     N    0    0    0
   26:21.878   569476     N    0    0    0
   26:22.653   569755     N    0    0    0
   26:23.475   570051     N    0    0    0
   26:24.328   570358     N    0    0    0
   26:25.169   570661     N    0    0    0
   26:25.975   570951     N    0    0    0
   26:26.775   571239     N    0    0    0
   26:27.589   571532     N    0    0    0
   26:28.403   571825     N    0    0    0
   26:29.208   572115     N    0    0    0
   26:30.058   572421     N    0    0    0
   26:30.903   572725     N    0    0    0
   26:31.758   573033     N    0    0    0
   26:32.558   573321     N    0    0    0
   26:33.333   573600     N    0    0    0
   26:34.128   573886     N    0    0    0
   26:34.958   574185     N    0    0    0
   26:35.619   574423     N    0    0    0
   26:36.608   574779     N    0    0    0
   26:37.469   575089     N    0    0    0
   26:38.278   575380     N    0    0    0
   26:39.089   575672     N    0    0    0
   26:39.869   575953     N    0    0    0
   26:40.675   576243     N    0    0    0
   26:41.508   576543     N    0    0    0
   26:42.378   576856     N    0    0    0
   26:43.208   577155     N    0    0    0
   26:44.025   577449     N    0    0    0
   26:44.814   577733     N    0    0    0
   26:45.603   578017     N    0    0    0
   26:46.400   578304     N    0    0    0
   26:47.203   578593     N    0    0    0
   26:48.039   578894     N    0    0    0
   26:48.883   579198     N    0    0    0
   26:49.558   579441     N    0    0    0
   26:50.508   579783     N    0    0    0
   26:51.303   580069     N    0    0    0
   26:52.083   580350     N    0    0    0
   26:52.894   580642     N    0    0    0
   26:53.725   580941     N    0    0    0
   26:54.553   581239     N    0    0    0
   26:55.378   581536     N    0    0    0
   26:56.189   581828     N    0    0    0
   26:56.978   582112     N    0    0    0
   26:57.744   582388     N    0    0    0
   26:58.508   582663     N    0    0    0
   26:59.208   582915     N    0    0    0
   27:00.089   583232     N    0    0    0
   27:00.925   583533     N    0    0    0
   27:01.708   583815     N    0    0    0
   27:02.475   584091     N    0    0    0
   27:03.208   584355     N    0    0    0
   27:03.964   584627     N    0    0    0
   27:04.708   584895     N    0    0    0
   27:05.469   585169     N    0    0    0
   27:06.244   585448     N    0    0    0
   27:07.014   585725     N    0    0    0
   27:07.789   586004     N    0    0    0
   27:08.525   586269     N    0    0    0
   27:09.214   586517     N    0    0    0
   27:09.903   586765     N    0    0    0
   27:10.619   587023     N    0    0    0
   27:11.369   587293     N    0    0    0
   27:12.125   587565     N    0    0    0
   27:12.878   587836     N    0    0    0
   27:13.628   588106     N    0    0    0
   27:14.358   588369     N    0    0    0
   27:15.103   588637     N    0    0    0
   27:15.828   588898     N    0    0    0
   27:16.583   589170     N    0    0    0
   27:17.353   589447     N    0    0    0
   27:18.169   589741     N    0    0    0
   27:18.983   590034     N    0    0    0
   27:19.750   590310     N    0    0    0
   27:20.503   590581     N    0    0    0
   27:21.269   590857     N    0    0    0
   27:22.044   591136     N    0    0    0
   27:22.808   591411     N    0    0    0
   27:23.608   591699     N    0    0    0
   27:24.425   591993     N    0    0    0
   27:25.228   592282     N    0    0    0
   27:26.014   592565     N    0    0    0
   27:26.789   592844     N    0    0    0
   27:27.394   593062     N    0    0    0
   27:28.278   593380     N    0    0    0
   27:29.103   593677     N    0    0    0
   27:29.953   593983     N    0    0    0
   27:30.758   594273     N    0    0    0
   27:31.544   594556     N    0    0    0
   27:32.358   594849     N    0    0    0
   27:33.108   595119     N    0    0    0
   27:33.875   595395     N    0    0    0
   27:34.678   595684     N    0    0    0
   27:35.514   595985     N    0    0    0
   27:36.308   596271     N    0    0    0
   27:37.158   596577     N    0    0    0
   27:37.978   596872     N    0    0    0
   27:38.694   597130     N    0    0    0
   27:39.428   597394     N    0    0    0
   27:40.175   597663     N    0    0    0
   27:40.883   597918     N    0    0    0
   27:41.608   598179     N    0    0    0
   27:42.364   598451     N    0    0    0
   27:43.075   598707     N    0    0    0
   27:43.783   598962     N    0    0    0
   27:44.483   599214     N    0    0    0
   27:45.175   599463     N    0    0    0
   27:45.825   599697     N    0    0    0
   27:46.519   599947     N    0    0    0
   27:47.244   600208     N    0    0    0
   27:47.989   600476     N    0    0    0
   27:48.700   600732     N    0    0    0
   27:49.453   601003     N    0    0    0
   27:50.183   601266     N    0    0    0
   27:50.914   601529     N    0    0    0
   27:51.650   601794     N    0    0    0
   27:52.378   602056     N    0    0    0
   27:53.119   602323     N    0    0    0
   27:53.900   602604     N    0    0    0
   27:54.683   602886     N    0    0    0
   27:55.478   603172     N    0    0    0
   27:56.244   603448     N    0    0    0
   27:56.989   603716     N    0    0    0
   27:57.728   603982     N    0    0    0
   27:58.528   604270     N    0    0    0
   27:59.325   604557     N    0    0    0
   28:00.108   604839     N    0    0    0
   28:00.950   605142     N    0    0    0
   28:01.803   605449     N    0    0    0
   28:02.583   605730     N    0    0    0
   28:03.333   606000     N    0    0    0
   28:04.128   606286     N    0    0    0
   28:04.939   606578     N    0    0    0
   28:05.750   606870     N    0    0    0
   28:06.578   607168     N    0    0    0
   28:07.403   607465     N    0    0    0
   28:08.214   607757     N    0    0    0
   28:08.978   608032     N    0    0    0
   28:09.719   608299     N    0    0    0
   28:10.458   608565     N    0    0    0
   28:11.233   608844     N    0    0    0
   28:12.019   609127     N    0    0    0
   28:12.819   609415     N    0    0    0
   28:13.625   609705     N    0    0    0
   28:14.378   609976     N    0    0    0
   28:15.153   610255     N    0    0    0
   28:15.939   610538     N    0    0    0
   28:16.703   610813     N    0    0    0
   28:17.500   611100     N    0    0    0
   28:18.303   611389     N    0    0    0
   28:19.125   611685     N    0    0    0
   28:19.944   611980     N    0    0    0
   28:20.714   612257     N    0    0    0
   28:21.478   612532     N    0    0    0
   28:22.258   612813     N    0    0    0
   28:23.058   613101     N    0    0    0
   28:23.869   613393     N    0    0    0
   28:24.683   613686     N    0    0    0
   28:25.494   613978     N    0    0    0
   28:26.258   614253     N    0    0    0
   28:27.033   614532     N    0    0    0
   28:27.803   614809     N    0    0    0
   28:28.564   615083     N    0    0    0
   28:29.344   615364     N    0    0    0
   28:30.194   615670     N    0    0    0
   28:31.003   615961     N    0    0    0
   28:31.783   616242     N    0    0    0
   28:32.553   616519     N    0    0    0
   28:33.325   616797     N    0    0    0
   28:34.108   617079     N    0    0    0
   28:34.889   617360     N    0    0    0
   28:35.689   617648     N    0    0    0
   28:36.503   617941     N    0    0    0
   28:37.339   618242     N    0    0    0
   28:38.114   618521     N    0    0    0
   28:38.883   618798     N    0    0    0
   28:39.650   619074     N    0    0    0
   28:40.433   619356     N    0    0    0
   28:41.244   619648     N    0    0    0
   28:42.069   619945     N    0    0    0
   28:42.900   620244     N    0    0    0
   28:43.703   620533     N    0    0    0
   28:44.500   620820     N    0    0    0
   28:45.264   621095     N    0    0    0
   28:46.033   621372     N    0    0    0
   28:46.819   621655     N    0    0    0
   28:47.603   621937     N    0    0    0
   28:48.444   622240     N    0    0    0
   28:49.264   622535     N    0    0    0
   28:50.050   622818     N    0    0    0
   28:50.783   623082     N    0    0    0
   28:51.558   623361     N    0    0    0
   28:52.308   623631     N    0    0    0
   28:53.083   623910     N    0    0    0
   28:53.850   624186     N    0    0    0
   28:54.653   624475     N    0    0    0
   28:55.439   624758     N    0    0    0
   28:56.228   625042     N    0    0    0
   28:56.953   625303     N    0    0    0
   28:57.703   625573     N    0    0    0
   28:58.464   625847     N    0    0    0
   28:59.253   626131     N    0    0    0
   29:00.058   626421     N    0    0    0
   29:00.850   626706     N    0    0    0
   29:01.639   626990     N    0    0    0
   29:02.419   627271     N    0    0    0
   29:03.189   627548     N    0    0    0
   29:03.944   627820     N    0    0    0
   29:04.714   628097     N    0    0    0
   29:05.514   628385     N    0    0    0
   29:06.339   628682     N    0    0    0
   29:07.150   628974     N    0    0    0
   29:07.678   629164     N    0    0    0
   29:08.578   629488     N    0    0    0
   29:09.319   629755     N    0    0    0
   29:10.058   630021     N    0    0    0
   29:10.783   630282     N    0    0    0
   29:11.533   630552     N    0    0    0
   29:12.300   630828     N    0    0    0
   29:13.053   631099     N    0    0    0
   29:13.800   631368     N    0    0    0
   29:14.514   631625     N    0    0    0
   29:15.244   631888     N    0    0    0
   29:15.975   632151     N    0    0    0
   29:16.689   632408     N    0    0    0
   29:17.450   632682     N    0    0    0
   29:18.189   632948     N    0    0    0
   29:18.953   633223     N    0    0    0
   29:19.703   633493     N    0    0    0
   29:20.439   633758     N    0    0    0
   29:21.158   634017     N    0    0    0
   29:21.878   634276     N    0    0    0
   29:22.608   634539     N    0    0    0
   29:23.389   634820     N    0    0    0
   29:24.169   635101     N    0    0    0
   29:24.964   635387     N    0    0    0
   29:25.764   635675     N    0    0    0
   29:26.544   635956     N    0    0    0
   29:27.314   636233     N    0    0    0
   29:28.089   636512     N    0    0    0
   29:28.903   636805     N    0    0    0
   29:29.725   637101     N    0    0    0
   29:30.533   637392     N    0    0    0
   29:31.369   637693     N    0    0    0
   29:32.189   637988     N    0    0    0
   29:32.978   638272     N    0    0    0
   29:33.758   638553     N    0    0    0
   29:34.553   638839     N    0    0    0
   29:35.369   639133     N    0    0    0
   29:36.225   639441     N    0    0    0
   29:37.050   639738     N    0    0    0
   29:37.869   640033     N    0    0    0
   29:38.675   640323     N    0    0    0
   29:39.469   640609     N    0    0    0
   29:40.258   640893     N    0    0    0
   29:41.028   641170     N    0    0    0
   29:41.858   641469     N    0    0    0
   29:42.694   641770     N    0    0    0
   29:43.500   642060     N    0    0    0
   29:44.253   642331     N    0    0    0
   29:45.019   642607     N    0    0    0
   29:45.778   642880     N    0    0    0
   29:46.550   643158     N    0    0    0
   29:47.314   643433     N    0    0    0
   29:48.100   643716     N    0    0    0
   29:48.883   643998     N    0    0    0
   29:49.664   644279     N    0    0    0
   29:50.394   644542     N    0    0    0
   29:51.114   644801     N    0    0    0
   29:51.825   645057     N    0    0    0
   29:52.539   645314     N    0    0    0
   29:53.264   645575     N    0    0    0
   29:54.050   645858     N    0    0    0
   29:54.794   646126     N    0    0    0
   29:55.508   646383     N    0    0    0
   29:56.244   646648     N    0    0    0
   29:56.975   646911     N    0    0    0
   29:57.669   647161     N    0    0    0
   29:58.353   647407     N    0    0    0
   29:59.069   647665     N    0    0    0
   29:59.803   647929     N    0    0    0
   30:00.539   648194     N    0    0    0
   30:01.300   648468     N    0    0    0
   30:02.019   648727     N    0    0    0
   30:02.700   648972     N    0    0    0
   30:03.403   649225     N    0    0    0
   30:04.103   649477     N    0    0    0
   30:04.794   649726     N    0    0    0
